PM2.5,PM10,CO,NO2,SO2,O3,Time,hour
25.0,53.0,0.474,14.0,32.0,31.0,2018-12-30 02:00:00,2018-12-30 02:00:00
35.0,45.0,0.436,12.0,30.0,35.0,2018-12-30 03:00:00,2018-12-30 03:00:00
26.0,44.0,0.46,15.0,31.0,32.0,2018-12-30 04:00:00,2018-12-30 04:00:00
26.0,48.0,0.482,14.0,34.0,27.0,2018-12-30 05:00:00,2018-12-30 05:00:00
38.0,47.0,0.51,19.0,41.0,20.0,2018-12-30 06:00:00,2018-12-30 06:00:00
38.0,51.0,0.54,19.0,49.0,16.0,2018-12-30 07:00:00,2018-12-30 07:00:00
38.0,68.0,0.607,17.0,65.0,14.0,2018-12-30 08:00:00,2018-12-30 08:00:00
42.0,82.0,0.712,16.0,68.0,20.0,2018-12-30 09:00:00,2018-12-30 09:00:00
36.0,98.0,0.811,16.0,68.0,21.0,2018-12-30 10:00:00,2018-12-30 10:00:00
41.0,101.0,0.789,15.0,69.0,24.0,2018-12-30 11:00:00,2018-12-30 11:00:00
34.0,66.0,0.747,14.0,47.0,34.0,2018-12-30 12:00:00,2018-12-30 12:00:00
38.0,65.0,0.673,13.0,49.0,31.0,2018-12-30 13:00:00,2018-12-30 13:00:00
34.0,51.0,0.684,13.0,64.0,19.0,2018-12-30 14:00:00,2018-12-30 14:00:00
36.0,41.0,0.732,10.0,58.0,19.0,2018-12-30 15:00:00,2018-12-30 15:00:00
39.0,34.0,0.662,10.0,54.0,20.0,2018-12-30 16:00:00,2018-12-30 16:00:00
33.0,34.0,0.624,9.0,55.0,17.0,2018-12-30 17:00:00,2018-12-30 17:00:00
35.0,35.0,0.606,9.0,44.0,27.0,2018-12-30 18:00:00,2018-12-30 18:00:00
27.0,19.0,0.547,8.0,40.0,34.0,2018-12-30 19:00:00,2018-12-30 19:00:00
22.0,20.0,0.535,8.0,37.0,32.0,2018-12-30 20:00:00,2018-12-30 20:00:00
24.0,16.0,0.516,8.0,35.0,39.0,2018-12-30 21:00:00,2018-12-30 21:00:00
23.0,27.0,0.528,10.0,34.0,35.0,2018-12-30 22:00:00,2018-12-30 22:00:00
26.0,33.0,0.562,9.0,34.0,32.0,2018-12-30 23:00:00,2018-12-30 23:00:00
26.0,34.0,0.607,8.0,45.0,17.0,2018-12-31 00:00:00,2018-12-31 00:00:00
31.0,32.0,0.638,9.0,48.0,13.0,2018-12-31 01:00:00,2018-12-31 01:00:00
28.0,41.0,0.639,9.0,46.0,16.0,2018-12-31 02:00:00,2018-12-31 02:00:00
36.0,38.0,0.652,10.0,52.0,8.0,2018-12-31 03:00:00,2018-12-31 03:00:00
34.0,49.0,0.729,11.0,52.0,4.0,2018-12-31 04:00:00,2018-12-31 04:00:00
58.0,70.0,0.763,11.0,52.0,5.0,2018-12-31 05:00:00,2018-12-31 05:00:00
55.0,66.0,0.728,10.0,54.0,4.0,2018-12-31 06:00:00,2018-12-31 06:00:00
46.0,50.0,0.697,12.0,52.0,7.0,2018-12-31 07:00:00,2018-12-31 07:00:00
38.0,49.0,0.701,12.0,56.0,8.0,2018-12-31 08:00:00,2018-12-31 08:00:00
43.0,55.0,0.68,12.0,45.0,28.0,2018-12-31 09:00:00,2018-12-31 09:00:00
41.0,44.0,0.633,11.0,44.0,37.0,2018-12-31 10:00:00,2018-12-31 10:00:00
34.0,46.0,0.662,11.0,40.0,41.0,2018-12-31 11:00:00,2018-12-31 11:00:00
28.0,41.0,0.624,10.0,31.0,50.0,2018-12-31 12:00:00,2018-12-31 12:00:00
31.0,38.0,0.59,9.0,30.0,56.0,2018-12-31 13:00:00,2018-12-31 13:00:00
28.0,40.0,0.592,9.0,35.0,48.0,2018-12-31 14:00:00,2018-12-31 14:00:00
24.0,41.0,0.642,12.0,47.0,38.0,2018-12-31 15:00:00,2018-12-31 15:00:00
35.0,44.0,0.637,11.0,51.0,33.0,2018-12-31 16:00:00,2018-12-31 16:00:00
27.0,46.0,0.698,10.0,52.0,27.0,2018-12-31 17:00:00,2018-12-31 17:00:00
27.0,46.0,0.689,9.0,42.0,38.0,2018-12-31 18:00:00,2018-12-31 18:00:00
32.0,39.0,0.677,9.0,43.0,33.0,2018-12-31 19:00:00,2018-12-31 19:00:00
36.0,45.0,0.713,9.0,45.0,30.0,2018-12-31 20:00:00,2018-12-31 20:00:00
41.0,50.0,0.712,9.0,52.0,21.0,2018-12-31 21:00:00,2018-12-31 21:00:00
38.0,48.0,0.818,10.0,59.0,10.0,2018-12-31 22:00:00,2018-12-31 22:00:00
57.0,64.0,0.891,10.0,56.0,12.0,2018-12-31 23:00:00,2018-12-31 23:00:00
54.0,57.0,0.76,26.0,14.0,43.0,2019-01-01 01:00:00,2019-01-01 01:00:00
48.0,59.0,0.75,27.0,13.0,40.0,2019-01-01 02:00:00,2019-01-01 02:00:00
47.0,58.0,0.73,28.0,12.0,40.0,2019-01-01 03:00:00,2019-01-01 03:00:00
49.0,57.0,0.73,30.0,12.0,36.0,2019-01-01 04:00:00,2019-01-01 04:00:00
54.0,54.0,0.74,34.0,12.0,35.0,2019-01-01 05:00:00,2019-01-01 05:00:00
46.0,59.0,0.73,38.0,12.0,30.0,2019-01-01 06:00:00,2019-01-01 06:00:00
39.0,71.0,0.71,40.0,11.0,31.0,2019-01-01 07:00:00,2019-01-01 07:00:00
42.0,58.0,0.71,35.0,12.0,44.0,2019-01-01 08:00:00,2019-01-01 08:00:00
38.0,58.0,1.06,43.0,16.0,44.0,2019-01-01 09:00:00,2019-01-01 09:00:00
57.0,81.0,1.26,45.0,17.0,52.0,2019-01-01 10:00:00,2019-01-01 10:00:00
52.0,75.0,0.84,46.0,12.0,45.0,2019-01-01 17:00:00,2019-01-01 17:00:00
54.0,74.0,0.83,43.0,11.0,45.0,2019-01-01 18:00:00,2019-01-01 18:00:00
44.0,65.0,0.82,49.0,10.0,36.0,2019-01-01 19:00:00,2019-01-01 19:00:00
43.0,59.0,0.73,50.0,10.0,38.0,2019-01-01 20:00:00,2019-01-01 20:00:00
45.0,57.0,0.75,54.0,11.0,31.0,2019-01-01 21:00:00,2019-01-01 21:00:00
48.0,64.0,0.76,57.0,12.0,26.0,2019-01-01 22:00:00,2019-01-01 22:00:00
63.0,69.0,0.81,59.0,12.0,22.0,2019-01-01 23:00:00,2019-01-01 23:00:00
69.0,78.0,0.84,41.0,13.0,38.0,2019-01-02 00:00:00,2019-01-02 00:00:00
59.0,79.0,0.84,41.0,14.0,34.0,2019-01-02 01:00:00,2019-01-02 01:00:00
70.0,88.0,0.86,47.0,14.0,25.0,2019-01-02 02:00:00,2019-01-02 02:00:00
74.0,97.0,0.98,43.0,16.0,25.0,2019-01-02 03:00:00,2019-01-02 03:00:00
73.0,106.0,1.11,49.0,19.0,20.0,2019-01-02 04:00:00,2019-01-02 04:00:00
81.0,111.0,1.11,58.0,24.0,10.0,2019-01-02 05:00:00,2019-01-02 05:00:00
82.0,111.0,1.18,61.0,24.0,10.0,2019-01-02 06:00:00,2019-01-02 06:00:00
87.0,135.0,1.26,55.0,20.0,21.0,2019-01-02 07:00:00,2019-01-02 07:00:00
82.0,129.0,1.25,63.0,21.0,22.0,2019-01-02 08:00:00,2019-01-02 08:00:00
81.0,139.0,1.18,67.0,19.0,26.0,2019-01-02 09:00:00,2019-01-02 09:00:00
80.0,127.0,1.09,66.0,18.0,30.0,2019-01-02 10:00:00,2019-01-02 10:00:00
80.0,114.0,1.07,56.0,20.0,42.0,2019-01-02 11:00:00,2019-01-02 11:00:00
77.0,121.0,1.05,80.0,20.0,35.0,2019-01-02 12:00:00,2019-01-02 12:00:00
79.0,147.0,1.02,72.0,20.0,33.0,2019-01-02 13:00:00,2019-01-02 13:00:00
78.0,139.0,1.06,74.0,21.0,29.0,2019-01-02 14:00:00,2019-01-02 14:00:00
80.0,131.0,1.14,78.0,23.0,23.0,2019-01-02 15:00:00,2019-01-02 15:00:00
84.0,141.0,1.36,86.0,26.0,13.0,2019-01-02 16:00:00,2019-01-02 16:00:00
86.0,141.0,1.56,100.0,26.0,6.0,2019-01-02 17:00:00,2019-01-02 17:00:00
103.0,161.0,1.43,97.0,23.0,12.0,2019-01-02 18:00:00,2019-01-02 18:00:00
108.0,154.0,1.32,67.0,20.0,22.0,2019-01-02 19:00:00,2019-01-02 19:00:00
110.0,153.0,1.35,64.0,19.0,19.0,2019-01-02 20:00:00,2019-01-02 20:00:00
118.0,166.0,1.34,71.0,18.0,12.0,2019-01-02 21:00:00,2019-01-02 21:00:00
116.0,162.0,1.3,68.0,17.0,10.0,2019-01-02 22:00:00,2019-01-02 22:00:00
119.0,157.0,1.27,63.0,17.0,12.0,2019-01-02 23:00:00,2019-01-02 23:00:00
118.0,157.0,1.29,63.0,17.0,7.0,2019-01-03 00:00:00,2019-01-03 00:00:00
124.0,160.0,1.3,63.0,17.0,6.0,2019-01-03 01:00:00,2019-01-03 01:00:00
126.0,165.0,1.31,68.0,18.0,3.0,2019-01-03 02:00:00,2019-01-03 02:00:00
124.0,175.0,1.34,70.0,18.0,3.0,2019-01-03 03:00:00,2019-01-03 03:00:00
130.0,169.0,1.32,65.0,18.0,6.0,2019-01-03 04:00:00,2019-01-03 04:00:00
129.0,158.0,1.38,68.0,18.0,4.0,2019-01-03 05:00:00,2019-01-03 05:00:00
118.0,161.0,1.4,76.0,18.0,5.0,2019-01-03 06:00:00,2019-01-03 06:00:00
113.0,164.0,1.34,79.0,20.0,11.0,2019-01-03 07:00:00,2019-01-03 07:00:00
109.0,179.0,1.32,75.0,21.0,15.0,2019-01-03 08:00:00,2019-01-03 08:00:00
105.0,150.0,1.42,68.0,21.0,19.0,2019-01-03 09:00:00,2019-01-03 09:00:00
104.0,149.0,1.46,60.0,19.0,26.0,2019-01-03 10:00:00,2019-01-03 10:00:00
106.0,134.0,1.38,54.0,17.0,33.0,2019-01-03 11:00:00,2019-01-03 11:00:00
95.0,126.0,1.31,68.0,16.0,25.0,2019-01-03 12:00:00,2019-01-03 12:00:00
99.0,130.0,1.25,67.0,15.0,25.0,2019-01-03 13:00:00,2019-01-03 13:00:00
84.0,121.0,1.21,68.0,15.0,22.0,2019-01-03 14:00:00,2019-01-03 14:00:00
80.0,123.0,1.25,73.0,14.0,18.0,2019-01-03 15:00:00,2019-01-03 15:00:00
83.0,121.0,1.38,74.0,14.0,14.0,2019-01-03 16:00:00,2019-01-03 16:00:00
78.0,122.0,1.32,79.0,14.0,5.0,2019-01-03 17:00:00,2019-01-03 17:00:00
83.0,130.0,1.39,81.0,15.0,3.0,2019-01-03 18:00:00,2019-01-03 18:00:00
85.0,141.0,1.46,84.0,14.0,3.0,2019-01-03 19:00:00,2019-01-03 19:00:00
89.0,125.0,1.43,83.0,14.0,2.0,2019-01-03 20:00:00,2019-01-03 20:00:00
80.0,116.0,1.33,80.0,14.0,2.0,2019-01-03 21:00:00,2019-01-03 21:00:00
68.0,110.0,1.27,77.0,14.0,2.0,2019-01-03 22:00:00,2019-01-03 22:00:00
73.0,104.0,1.36,79.0,11.0,2.0,2019-01-03 23:00:00,2019-01-03 23:00:00
75.0,95.0,1.42,78.0,11.0,3.0,2019-01-04 00:00:00,2019-01-04 00:00:00
67.0,82.0,1.4,76.0,10.0,2.0,2019-01-04 01:00:00,2019-01-04 01:00:00
69.0,82.0,1.39,72.0,9.0,2.0,2019-01-04 02:00:00,2019-01-04 02:00:00
62.0,64.0,1.39,70.0,9.0,2.0,2019-01-04 03:00:00,2019-01-04 03:00:00
59.0,58.0,1.45,69.0,9.0,2.0,2019-01-04 04:00:00,2019-01-04 04:00:00
63.0,61.0,1.36,66.0,9.0,2.0,2019-01-04 05:00:00,2019-01-04 05:00:00
62.0,62.0,1.37,64.0,12.0,2.0,2019-01-04 06:00:00,2019-01-04 06:00:00
64.0,61.0,1.36,61.0,12.0,2.0,2019-01-04 07:00:00,2019-01-04 07:00:00
76.0,73.0,1.24,59.0,10.0,5.0,2019-01-04 08:00:00,2019-01-04 08:00:00
71.0,72.0,1.13,58.0,11.0,6.0,2019-01-04 09:00:00,2019-01-04 09:00:00
68.0,67.0,1.2,60.0,9.0,6.0,2019-01-04 10:00:00,2019-01-04 10:00:00
96.0,114.0,1.43,63.0,9.0,6.0,2019-01-04 11:00:00,2019-01-04 11:00:00
98.0,116.0,1.16,58.0,8.0,10.0,2019-01-04 12:00:00,2019-01-04 12:00:00
57.0,65.0,1.05,52.0,8.0,12.0,2019-01-04 13:00:00,2019-01-04 13:00:00
63.0,64.0,0.99,42.0,8.0,14.0,2019-01-04 14:00:00,2019-01-04 14:00:00
45.0,52.0,1.07,40.0,8.0,11.0,2019-01-04 15:00:00,2019-01-04 15:00:00
52.0,54.0,1.32,47.0,8.0,5.0,2019-01-04 16:00:00,2019-01-04 16:00:00
46.0,45.0,1.2,47.0,8.0,6.0,2019-01-04 17:00:00,2019-01-04 17:00:00
33.0,35.0,1.09,46.0,8.0,6.0,2019-01-04 18:00:00,2019-01-04 18:00:00
26.0,22.0,1.22,48.0,8.0,4.0,2019-01-04 19:00:00,2019-01-04 19:00:00
36.0,34.0,1.11,46.0,8.0,4.0,2019-01-04 20:00:00,2019-01-04 20:00:00
28.0,30.0,1.22,46.0,7.0,5.0,2019-01-04 21:00:00,2019-01-04 21:00:00
42.0,38.0,1.14,39.0,7.0,11.0,2019-01-04 22:00:00,2019-01-04 22:00:00
34.0,31.0,1.18,34.0,7.0,17.0,2019-01-04 23:00:00,2019-01-04 23:00:00
33.0,33.0,1.38,36.0,7.0,12.0,2019-01-05 00:00:00,2019-01-05 00:00:00
37.0,44.0,1.63,38.0,7.0,7.0,2019-01-05 01:00:00,2019-01-05 01:00:00
53.0,48.0,1.83,39.0,7.0,7.0,2019-01-05 02:00:00,2019-01-05 02:00:00
48.0,43.0,1.93,37.0,7.0,9.0,2019-01-05 03:00:00,2019-01-05 03:00:00
39.0,39.0,1.86,30.0,7.0,17.0,2019-01-05 04:00:00,2019-01-05 04:00:00
44.0,35.0,2.02,38.0,7.0,9.0,2019-01-05 05:00:00,2019-01-05 05:00:00
54.0,54.0,1.93,42.0,7.0,8.0,2019-01-05 06:00:00,2019-01-05 06:00:00
66.0,66.0,1.96,47.0,7.0,7.0,2019-01-05 07:00:00,2019-01-05 07:00:00
73.0,77.0,1.97,54.0,8.0,8.0,2019-01-05 08:00:00,2019-01-05 08:00:00
79.0,80.0,1.98,55.0,9.0,8.0,2019-01-05 09:00:00,2019-01-05 09:00:00
93.0,98.0,2.04,60.0,9.0,10.0,2019-01-05 10:00:00,2019-01-05 10:00:00
102.0,102.0,2.02,53.0,9.0,20.0,2019-01-05 11:00:00,2019-01-05 11:00:00
101.0,101.0,1.98,52.0,9.0,23.0,2019-01-05 12:00:00,2019-01-05 12:00:00
104.0,95.0,1.97,51.0,9.0,24.0,2019-01-05 13:00:00,2019-01-05 13:00:00
103.0,101.0,1.93,51.0,8.0,22.0,2019-01-05 14:00:00,2019-01-05 14:00:00
99.0,95.0,1.89,56.0,8.0,13.0,2019-01-05 15:00:00,2019-01-05 15:00:00
87.0,90.0,1.89,54.0,8.0,11.0,2019-01-05 16:00:00,2019-01-05 16:00:00
56.0,58.0,2.8,50.0,9.0,2.0,2019-01-05 19:00:00,2019-01-05 19:00:00
76.0,76.0,2.68,47.0,9.0,2.0,2019-01-05 20:00:00,2019-01-05 20:00:00
86.0,89.0,2.24,45.0,8.0,3.0,2019-01-05 21:00:00,2019-01-05 21:00:00
55.0,46.0,2.01,42.0,8.0,3.0,2019-01-05 22:00:00,2019-01-05 22:00:00
49.0,47.0,2.22,42.0,9.0,2.0,2019-01-05 23:00:00,2019-01-05 23:00:00
61.0,62.0,2.1,41.0,8.0,2.0,2019-01-06 00:00:00,2019-01-06 00:00:00
68.0,73.0,2.23,43.0,9.0,2.0,2019-01-06 01:00:00,2019-01-06 01:00:00
80.0,84.0,2.09,40.0,8.0,2.0,2019-01-06 02:00:00,2019-01-06 02:00:00
80.0,82.0,2.08,40.0,8.0,2.0,2019-01-06 03:00:00,2019-01-06 03:00:00
84.0,89.0,2.05,40.0,9.0,2.0,2019-01-06 04:00:00,2019-01-06 04:00:00
75.0,87.0,2.1,42.0,8.0,2.0,2019-01-06 05:00:00,2019-01-06 05:00:00
87.0,99.0,2.02,43.0,8.0,2.0,2019-01-06 06:00:00,2019-01-06 06:00:00
72.0,90.0,1.86,40.0,8.0,4.0,2019-01-06 07:00:00,2019-01-06 07:00:00
79.0,106.0,1.81,38.0,8.0,6.0,2019-01-06 08:00:00,2019-01-06 08:00:00
81.0,94.0,2.52,37.0,8.0,6.0,2019-01-06 09:00:00,2019-01-06 09:00:00
127.0,151.0,2.02,43.0,8.0,12.0,2019-01-06 10:00:00,2019-01-06 10:00:00
85.0,95.0,1.64,46.0,9.0,18.0,2019-01-06 11:00:00,2019-01-06 11:00:00
69.0,76.0,1.45,41.0,9.0,30.0,2019-01-06 12:00:00,2019-01-06 12:00:00
56.0,59.0,1.42,50.0,9.0,24.0,2019-01-06 13:00:00,2019-01-06 13:00:00
62.0,70.0,1.42,58.0,8.0,17.0,2019-01-06 14:00:00,2019-01-06 14:00:00
61.0,75.0,1.61,64.0,8.0,8.0,2019-01-06 15:00:00,2019-01-06 15:00:00
78.0,94.0,1.86,65.0,7.0,5.0,2019-01-06 16:00:00,2019-01-06 16:00:00
80.0,105.0,1.92,68.0,8.0,3.0,2019-01-06 17:00:00,2019-01-06 17:00:00
84.0,106.0,1.73,61.0,7.0,6.0,2019-01-06 18:00:00,2019-01-06 18:00:00
68.0,86.0,1.55,55.0,7.0,8.0,2019-01-06 19:00:00,2019-01-06 19:00:00
55.0,66.0,1.46,59.0,7.0,8.0,2019-01-06 20:00:00,2019-01-06 20:00:00
49.0,62.0,1.31,57.0,8.0,2.0,2019-01-06 21:00:00,2019-01-06 21:00:00
63.0,70.0,1.19,53.0,8.0,2.0,2019-01-06 22:00:00,2019-01-06 22:00:00
56.0,63.0,1.14,50.0,7.0,3.0,2019-01-06 23:00:00,2019-01-06 23:00:00
50.0,65.0,1.1,50.0,8.0,2.0,2019-01-07 00:00:00,2019-01-07 00:00:00
56.0,58.0,1.08,47.0,8.0,2.0,2019-01-07 01:00:00,2019-01-07 01:00:00
51.0,59.0,1.05,46.0,8.0,3.0,2019-01-07 02:00:00,2019-01-07 02:00:00
50.0,59.0,0.95,43.0,8.0,2.0,2019-01-07 03:00:00,2019-01-07 03:00:00
50.0,63.0,0.86,39.0,8.0,3.0,2019-01-07 04:00:00,2019-01-07 04:00:00
60.0,77.0,0.83,41.0,8.0,5.0,2019-01-07 05:00:00,2019-01-07 05:00:00
68.0,74.0,0.88,42.0,8.0,6.0,2019-01-07 06:00:00,2019-01-07 06:00:00
62.0,74.0,0.97,37.0,9.0,13.0,2019-01-07 07:00:00,2019-01-07 07:00:00
54.0,75.0,0.94,37.0,9.0,23.0,2019-01-07 08:00:00,2019-01-07 08:00:00
43.0,51.0,0.91,34.0,9.0,31.0,2019-01-07 09:00:00,2019-01-07 09:00:00
40.0,55.0,0.94,42.0,8.0,27.0,2019-01-07 10:00:00,2019-01-07 10:00:00
40.0,52.0,0.9,43.0,8.0,24.0,2019-01-07 11:00:00,2019-01-07 11:00:00
46.0,56.0,0.94,53.0,10.0,14.0,2019-01-07 12:00:00,2019-01-07 12:00:00
59.0,79.0,1.01,56.0,9.0,12.0,2019-01-07 13:00:00,2019-01-07 13:00:00
59.0,81.0,1.07,55.0,10.0,10.0,2019-01-07 14:00:00,2019-01-07 14:00:00
66.0,84.0,1.1,56.0,9.0,5.0,2019-01-07 15:00:00,2019-01-07 15:00:00
71.0,87.0,1.12,56.0,10.0,5.0,2019-01-07 16:00:00,2019-01-07 16:00:00
44.0,42.0,0.98,40.0,7.0,20.0,2019-01-07 20:00:00,2019-01-07 20:00:00
51.0,55.0,0.97,39.0,7.0,19.0,2019-01-07 21:00:00,2019-01-07 21:00:00
47.0,60.0,0.98,43.0,7.0,15.0,2019-01-07 22:00:00,2019-01-07 22:00:00
51.0,49.0,0.95,31.0,7.0,27.0,2019-01-07 23:00:00,2019-01-07 23:00:00
47.0,44.0,0.87,24.0,7.0,43.0,2019-01-08 00:00:00,2019-01-08 00:00:00
37.0,48.0,0.87,25.0,7.0,38.0,2019-01-08 01:00:00,2019-01-08 01:00:00
47.0,47.0,0.89,25.0,7.0,34.0,2019-01-08 02:00:00,2019-01-08 02:00:00
38.0,47.0,0.99,39.0,8.0,18.0,2019-01-08 03:00:00,2019-01-08 03:00:00
52.0,51.0,1.16,43.0,8.0,9.0,2019-01-08 04:00:00,2019-01-08 04:00:00
59.0,65.0,1.29,35.0,10.0,18.0,2019-01-08 05:00:00,2019-01-08 05:00:00
78.0,82.0,1.53,55.0,13.0,7.0,2019-01-08 06:00:00,2019-01-08 06:00:00
96.0,106.0,1.63,57.0,14.0,8.0,2019-01-08 07:00:00,2019-01-08 07:00:00
99.0,106.0,1.46,48.0,13.0,20.0,2019-01-08 08:00:00,2019-01-08 08:00:00
93.0,114.0,1.52,48.0,16.0,30.0,2019-01-08 10:00:00,2019-01-08 10:00:00
115.0,132.0,1.72,48.0,26.0,37.0,2019-01-08 11:00:00,2019-01-08 11:00:00
144.0,164.0,2.01,52.0,28.0,38.0,2019-01-08 12:00:00,2019-01-08 12:00:00
154.0,187.0,2.14,56.0,27.0,43.0,2019-01-08 13:00:00,2019-01-08 13:00:00
153.0,187.0,2.03,63.0,24.0,41.0,2019-01-08 14:00:00,2019-01-08 14:00:00
144.0,187.0,1.86,70.0,20.0,30.0,2019-01-08 15:00:00,2019-01-08 15:00:00
144.0,186.0,1.86,80.0,18.0,22.0,2019-01-08 16:00:00,2019-01-08 16:00:00
135.0,176.0,1.76,78.0,17.0,24.0,2019-01-08 17:00:00,2019-01-08 17:00:00
116.0,152.0,1.43,60.0,16.0,32.0,2019-01-08 18:00:00,2019-01-08 18:00:00
80.0,98.0,1.38,54.0,13.0,26.0,2019-01-08 19:00:00,2019-01-08 19:00:00
67.0,86.0,1.36,55.0,12.0,19.0,2019-01-08 20:00:00,2019-01-08 20:00:00
61.0,85.0,1.42,51.0,13.0,19.0,2019-01-08 21:00:00,2019-01-08 21:00:00
53.0,69.0,1.34,46.0,12.0,19.0,2019-01-08 22:00:00,2019-01-08 22:00:00
51.0,74.0,1.15,35.0,12.0,29.0,2019-01-08 23:00:00,2019-01-08 23:00:00
35.0,52.0,1.11,34.0,11.0,31.0,2019-01-09 00:00:00,2019-01-09 00:00:00
33.0,53.0,1.1,30.0,11.0,33.0,2019-01-09 01:00:00,2019-01-09 01:00:00
32.0,55.0,1.1,28.0,9.0,32.0,2019-01-09 02:00:00,2019-01-09 02:00:00
32.0,45.0,1.1,26.0,9.0,29.0,2019-01-09 03:00:00,2019-01-09 03:00:00
39.0,42.0,1.0,26.0,8.0,28.0,2019-01-09 04:00:00,2019-01-09 04:00:00
31.0,32.0,0.93,28.0,8.0,25.0,2019-01-09 05:00:00,2019-01-09 05:00:00
28.0,25.0,1.03,40.0,8.0,12.0,2019-01-09 06:00:00,2019-01-09 06:00:00
27.0,27.0,1.01,38.0,7.0,15.0,2019-01-09 07:00:00,2019-01-09 07:00:00
30.0,26.0,1.07,41.0,8.0,15.0,2019-01-09 08:00:00,2019-01-09 08:00:00
19.0,25.0,1.1,43.0,8.0,12.0,2019-01-09 09:00:00,2019-01-09 09:00:00
24.0,16.0,1.17,45.0,8.0,11.0,2019-01-09 10:00:00,2019-01-09 10:00:00
26.0,24.0,1.13,44.0,8.0,12.0,2019-01-09 11:00:00,2019-01-09 11:00:00
38.0,35.0,1.08,45.0,8.0,12.0,2019-01-09 12:00:00,2019-01-09 12:00:00
28.0,24.0,1.09,48.0,8.0,9.0,2019-01-09 13:00:00,2019-01-09 13:00:00
26.0,22.0,1.07,54.0,8.0,7.0,2019-01-09 14:00:00,2019-01-09 14:00:00
26.0,18.0,1.1,57.0,8.0,6.0,2019-01-09 15:00:00,2019-01-09 15:00:00
20.0,25.0,1.09,59.0,8.0,5.0,2019-01-09 16:00:00,2019-01-09 16:00:00
26.0,25.0,1.06,60.0,8.0,4.0,2019-01-09 17:00:00,2019-01-09 17:00:00
33.0,24.0,0.97,58.0,8.0,4.0,2019-01-09 18:00:00,2019-01-09 18:00:00
31.0,27.0,0.76,54.0,7.0,6.0,2019-01-09 19:00:00,2019-01-09 19:00:00
35.0,28.0,0.72,57.0,7.0,4.0,2019-01-09 20:00:00,2019-01-09 20:00:00
33.0,28.0,0.67,51.0,7.0,6.0,2019-01-09 21:00:00,2019-01-09 21:00:00
24.0,25.0,0.64,46.0,7.0,7.0,2019-01-09 22:00:00,2019-01-09 22:00:00
29.0,20.0,0.66,44.0,7.0,6.0,2019-01-09 23:00:00,2019-01-09 23:00:00
32.0,29.0,0.65,43.0,7.0,6.0,2019-01-10 00:00:00,2019-01-10 00:00:00
26.0,31.0,0.61,40.0,7.0,8.0,2019-01-10 01:00:00,2019-01-10 01:00:00
24.0,22.0,0.63,43.0,7.0,5.0,2019-01-10 02:00:00,2019-01-10 02:00:00
24.0,22.0,0.59,36.0,7.0,9.0,2019-01-10 03:00:00,2019-01-10 03:00:00
25.0,25.0,0.65,36.0,7.0,12.0,2019-01-10 04:00:00,2019-01-10 04:00:00
30.0,27.0,0.63,40.0,7.0,7.0,2019-01-10 05:00:00,2019-01-10 05:00:00
36.0,31.0,0.74,47.0,7.0,4.0,2019-01-10 06:00:00,2019-01-10 06:00:00
34.0,34.0,0.77,48.0,7.0,5.0,2019-01-10 07:00:00,2019-01-10 07:00:00
32.0,42.0,0.82,47.0,8.0,7.0,2019-01-10 08:00:00,2019-01-10 08:00:00
41.0,54.0,0.83,44.0,7.0,11.0,2019-01-10 09:00:00,2019-01-10 09:00:00
39.0,38.0,0.84,38.0,8.0,16.0,2019-01-10 10:00:00,2019-01-10 10:00:00
48.0,48.0,0.84,40.0,8.0,16.0,2019-01-10 11:00:00,2019-01-10 11:00:00
35.0,40.0,0.89,48.0,8.0,11.0,2019-01-10 12:00:00,2019-01-10 12:00:00
42.0,52.0,0.9,57.0,10.0,8.0,2019-01-10 13:00:00,2019-01-10 13:00:00
61.0,76.0,0.88,60.0,12.0,10.0,2019-01-10 14:00:00,2019-01-10 14:00:00
54.0,70.0,0.87,56.0,11.0,8.0,2019-01-10 15:00:00,2019-01-10 15:00:00
54.0,70.0,0.87,56.0,11.0,8.0,2019-01-10 16:00:00,2019-01-10 16:00:00
51.0,59.0,0.97,56.0,9.0,3.0,2019-01-10 17:00:00,2019-01-10 17:00:00
50.0,56.0,1.07,55.0,9.0,3.0,2019-01-10 18:00:00,2019-01-10 18:00:00
53.0,57.0,1.02,50.0,8.0,3.0,2019-01-10 19:00:00,2019-01-10 19:00:00
48.0,58.0,1.04,50.0,8.0,4.0,2019-01-10 20:00:00,2019-01-10 20:00:00
59.0,76.0,1.04,48.0,8.0,4.0,2019-01-10 21:00:00,2019-01-10 21:00:00
55.0,75.0,1.0,47.0,8.0,2.0,2019-01-10 22:00:00,2019-01-10 22:00:00
56.0,79.0,0.88,43.0,7.0,3.0,2019-01-10 23:00:00,2019-01-10 23:00:00
58.0,78.0,0.86,41.0,7.0,3.0,2019-01-11 00:00:00,2019-01-11 00:00:00
42.0,52.0,0.86,41.0,7.0,2.0,2019-01-11 01:00:00,2019-01-11 01:00:00
42.0,48.0,0.85,41.0,7.0,2.0,2019-01-11 02:00:00,2019-01-11 02:00:00
37.0,39.0,0.8,38.0,7.0,3.0,2019-01-11 03:00:00,2019-01-11 03:00:00
22.0,20.0,0.82,37.0,7.0,3.0,2019-01-11 04:00:00,2019-01-11 04:00:00
25.0,25.0,0.85,37.0,8.0,3.0,2019-01-11 05:00:00,2019-01-11 05:00:00
